time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
12.969861;0.1389;1.9943;1.7814;2.678
12.979889;-0.0156;1.9778;2.6778;3.329
12.986797;3.1227;2.5043;6.5857;7.707
12.997374;4.2819;2.6042;11.8385;12.856
13.007536;-3.5196;0.4114;2.9235;4.594
13.016567;-2.5882;0.9380;1.8574;3.321
13.027476;1.0828;0.4669;1.0549;1.582
13.036617;1.3679;0.3669;0.0549;1.417
13.046470;-0.2372;0.4395;-0.7070;0.866
13.057140;-0.8942;-0.3160;-0.9758;1.361
13.066571;-0.1997;-1.3755;-1.4867;2.035
13.080958;1.4735;-0.1162;-1.1019;1.844
13.086471;1.5097;0.9096;0.1089;1.766
13.097109;2.8449;2.3254;0.7050;3.741
13.106556;3.8464;3.0603;0.2045;4.920
13.115990;2.2043;2.2585;-0.3434;3.175
13.128872;-2.4998;-0.5593;0.0138;2.562
13.136667;-7.0317;-5.7252;1.0566;9.129
13.145687;-5.0535;-4.9419;1.2922;7.185
13.155603;0.4972;-2.2242;2.5627;3.430
13.166128;1.6773;-0.6953;3.6244;4.054
13.176293;-0.7302;-0.7529;2.6032;2.807
13.185165;0.0051;-0.2815;1.4542;1.481
13.195464;1.4388;0.5327;0.5740;1.638
13.205395;0.4175;0.9268;-0.0230;1.017
13.216022;0.1188;1.5460;-0.2417;1.569
13.225227;3.1905;3.1955;-0.3992;4.533
13.235808;3.0879;2.7326;1.3341;4.334
13.247349;-0.7020;0.2646;-1.2570;1.464
13.254868;1.0921;-0.6179;-3.8570;4.056
13.264722;0.9823;-1.2792;-2.2300;2.752
13.277917;-0.7003;-0.5680;-2.9430;3.078
13.284512;0.2263;0.6501;-1.5978;1.740
13.297380;0.3528;0.3722;0.5074;0.721
13.304793;-0.1684;-0.5220;0.9366;1.085
13.314362;-0.0192;-1.2948;-0.0045;1.295
13.324227;0.1254;-1.2946;-0.9426;1.606
13.334220;0.2799;-0.9863;-1.0269;1.451
13.347024;0.7025;-0.4400;-0.9576;1.267
13.354023;0.3207;-0.0012;-0.7546;0.820
13.364502;-0.2926;0.4840;-0.9468;1.103
13.374958;-0.9412;0.7341;-1.7180;2.092
13.384037;-0.9185;0.7045;-2.0997;2.398
13.401865;-0.3227;0.5747;-0.7212;0.977
13.403845;-0.5482;0.0047;1.0186;1.157
13.413906;-0.5653;-0.5535;0.6516;1.025
13.423597;0.0574;-0.2157;0.5233;0.569
13.433532;-0.0987;0.0405;0.0638;0.124
13.446265;-0.4777;-0.0496;-0.2369;0.536
13.454296;-0.4497;-0.2814;-1.3125;1.416
13.463490;-0.3674;0.2661;-1.4958;1.563
13.473485;-0.3551;0.7867;-0.2792;0.907
13.483140;-0.5577;0.2991;0.2448;0.679
13.496555;-0.9490;-0.5894;-0.1377;1.126
13.503178;-0.7045;-0.9872;-0.5218;1.320
13.513330;-0.4917;-1.1909;-2.7132;3.004
13.523621;-0.7280;-0.8668;-1.9879;2.288
13.533640;-0.5253;0.3460;0.3760;0.733
13.552976;-0.6793;0.0341;0.7603;1.020
13.553907;-0.6916;-2.1890;-1.6015;2.799
13.563106;-0.9862;-3.7806;-2.4422;4.608
13.573642;-0.5820;-1.5572;0.2599;1.683
13.583161;0.3422;0.2670;0.5787;0.723
13.595222;0.4924;1.6593;0.7808;1.899
13.602336;0.0283;1.2281;-0.1056;1.233
13.613258;0.1540;1.2512;-0.1204;1.266
13.623118;-0.4304;1.0925;-0.2328;1.197
13.632123;-0.6857;0.9652;-0.0536;1.185
13.647378;0.0091;0.2113;-0.6600;0.693
13.652303;0.5096;-0.5766;-1.2986;1.509
13.667242;0.1183;-1.0300;-1.4127;1.752
13.673551;-0.2678;-1.5890;-1.6401;2.299
13.681853;-0.2745;-1.4525;-2.1304;2.593
13.697964;-0.1270;-0.6755;-2.7815;2.865
13.701599;-1.1600;2.2333;4.7530;5.378
13.712399;-0.0161;2.7755;1.0505;2.968
13.722380;-1.1092;-0.8882;3.5729;3.845
13.731642;-1.6927;-0.5125;4.4105;4.752
13.742431;1.7454;1.2472;2.3955;3.216
13.751124;2.6286;1.1348;0.0721;2.864
13.761233;-6.8185;-0.2842;0.9698;6.893
13.772087;-3.3480;-0.7652;0.0264;3.434
13.780869;-2.8353;-0.6460;-1.3967;3.226
13.796961;-1.3224;0.3160;-2.4360;2.790
13.800914;-0.0126;0.7753;-3.2210;3.313
13.816826;1.2616;1.1451;-3.3522;3.760
13.820872;1.6646;1.1688;-2.6828;3.367
13.830528;1.7466;1.1675;-1.4380;2.546
13.845301;1.7268;1.1743;-0.5683;2.164
13.851191;1.3613;0.8331;0.0753;1.598
13.862551;0.8454;0.6961;0.3960;1.165
13.871223;0.6366;0.6065;0.5115;1.017
13.880297;0.6083;0.7185;0.0409;0.942
13.890147;0.8315;0.8791;-1.0453;1.599
13.901494;0.9348;1.0453;-2.3851;2.767
13.910226;0.7832;1.2241;-2.4819;2.876
13.919906;0.6779;1.1754;-2.0815;2.485
13.930630;0.7935;1.0821;-1.2728;1.849
13.940248;0.8542;0.9464;-0.4651;1.357
13.949684;1.1140;0.6711;0.9309;1.599
13.960868;4.4069;-0.4180;8.8011;9.852
13.970555;1.3165;-0.0806;4.5878;4.774
13.979770;1.2476;1.0973;0.6549;1.786
14.002311;2.0558;1.0325;0.3507;2.327
14.002893;0.5579;0.3037;0.8514;1.062
14.010220;0.0156;0.3387;0.6651;0.747
14.019191;0.0009;0.4204;-0.0992;0.432
14.029363;0.2274;0.5036;-0.0211;0.553
14.039264;0.2657;0.5994;-0.1008;0.663
14.048864;0.2520;0.7019;-0.6530;0.991
14.061244;0.1525;0.6478;-0.8716;1.097
14.068837;-0.1014;0.5583;-0.4951;0.753
14.081140;-0.2830;0.4917;-0.1783;0.595
14.089513;-0.3684;0.4047;-0.1556;0.569
14.098711;-0.4041;0.3319;-0.3389;0.623
14.109634;-0.4087;0.3445;-0.6195;0.818
14.118366;-0.2811;0.3544;-0.4490;0.637
14.128211;-0.1153;0.3441;-0.0530;0.367
14.139548;0.0722;0.5109;0.1961;0.552
14.149352;0.0998;0.5683;-0.2888;0.645
14.158439;0.1270;0.5441;-0.8335;1.003
14.169149;0.1386;0.5981;-0.6937;0.926
14.178355;-0.0169;0.5075;-0.3009;0.590
14.188523;-0.1628;0.4013;0.0029;0.433
14.198053;-0.1407;0.3640;0.0912;0.401
14.209537;-0.0760;0.3550;0.1017;0.377
14.217579;-0.0754;0.3641;-0.0535;0.376
14.227714;0.0539;0.4507;-0.1300;0.472
14.238292;0.1324;0.4289;-0.0399;0.451
14.248354;0.1328;0.3773;-0.0478;0.403
14.262173;0.1717;0.5015;-0.3401;0.630
14.267620;0.1164;0.4486;-0.5939;0.753
14.277682;0.0431;0.3853;-0.7704;0.862
14.287261;0.1381;0.3915;-0.5952;0.726
14.297156;0.2061;0.3899;-0.1860;0.479
14.307551;0.1470;0.3500;0.0759;0.387
14.318371;0.0400;0.2702;0.1519;0.313
14.327652;0.1952;0.3349;0.0137;0.388
14.336763;0.2440;0.3871;-0.2219;0.509
14.346999;0.1947;0.3975;-0.4473;0.629
14.364101;0.0881;0.4105;-0.4376;0.606
14.366645;0.1250;0.3957;-0.2129;0.466
14.376685;0.0649;0.3639;-0.0277;0.371
14.386449;-0.0053;0.3629;0.0199;0.363
14.396415;0.1731;0.4418;-0.0792;0.481
14.410159;0.2831;0.4836;-0.1787;0.588
14.416483;0.1897;0.4469;-0.0719;0.491
14.428285;0.0877;0.3912;0.0741;0.408
14.435987;0.0465;0.4134;0.0832;0.424
14.446233;0.0064;0.3664;0.0533;0.370
14.456117;-0.0248;0.3463;0.0433;0.350
14.465776;0.0692;0.3913;0.0043;0.397
14.478634;0.1227;0.3957;-0.1131;0.429
14.486306;0.1376;0.3706;-0.0736;0.402
14.498666;0.1162;0.3561;0.0446;0.377
14.505921;0.1374;0.3532;0.1531;0.409
14.515550;0.1525;0.3126;0.1933;0.398
14.528311;0.0219;0.2524;0.1845;0.313
14.535384;-0.0158;0.2510;0.0490;0.256
14.545524;0.1721;0.3869;-0.0571;0.427
14.557958;0.2198;0.3658;-0.1538;0.454
14.565971;0.1732;0.3439;-0.0550;0.389
14.576995;0.1018;0.3214;-0.0156;0.337
14.585140;0.0876;0.2601;0.0429;0.278
14.595933;0.0960;0.2190;0.0529;0.245
14.605182;0.0082;0.1876;0.1121;0.219
14.614767;-0.0416;0.1949;0.0928;0.220
14.628417;-0.0071;0.2003;0.0047;0.200
14.634961;0.0355;0.2045;0.0930;0.227
14.649153;0.1685;0.2874;0.2013;0.389
14.654595;0.2275;0.3317;0.0256;0.403
14.665970;0.2019;0.3753;-0.1494;0.452
14.677302;0.1158;0.3718;-0.2956;0.489
14.684136;0.0843;0.3392;-0.2463;0.428
14.694281;0.0862;0.2674;-0.0114;0.281
14.704697;0.0664;0.2052;0.1741;0.277
14.714468;0.0375;0.1619;0.3207;0.361
14.724741;0.0719;0.1677;0.3208;0.369
14.733931;0.1295;0.2219;0.2136;0.334
14.743916;0.0935;0.2074;0.0481;0.233
14.754887;0.0424;0.2237;-0.0287;0.229
14.764075;-0.0842;-0.0614;0.0904;0.138
14.778809;-0.0559;0.0754;0.3368;0.350
14.783569;-0.0076;0.3383;0.3285;0.472
14.807451;0.0049;0.2845;0.0172;0.285
14.808350;0.0059;0.3556;-0.3428;0.494
14.813806;-0.8215;0.2692;-0.6053;1.055
14.823590;-0.5140;0.2704;-0.8877;1.061
14.833203;-0.0316;0.2861;-0.7396;0.794
14.843503;0.0739;0.4905;-0.4161;0.647
14.853211;0.1883;0.4710;-0.6225;0.803
14.862663;0.1116;0.3851;-0.6142;0.733
14.873680;0.1644;0.5463;-0.4504;0.727
14.883447;0.3486;0.5935;-0.2487;0.732
14.894386;0.4913;0.6441;0.0109;0.810
14.902879;0.6694;0.7220;0.1834;1.002
14.912815;0.5408;0.6266;0.2571;0.867
14.931064;0.3577;0.5693;0.2923;0.733
14.933122;0.3955;0.6116;0.1907;0.753
14.942390;0.4611;0.6618;-0.2037;0.832
14.952821;0.3998;0.5307;-0.2754;0.719
14.963102;0.3815;0.5470;0.0443;0.668
14.973485;0.3225;0.4833;0.2565;0.635
14.983118;0.2247;0.4506;0.5861;0.773
14.992119;0.2632;0.3148;0.5841;0.714
15.002777;0.2917;0.3030;0.2210;0.475
15.013353;0.2587;0.3551;-0.2776;0.520
15.022819;0.0862;0.2877;-0.6291;0.697
15.031644;-0.1368;0.1537;-0.4713;0.514
15.042452;-0.1264;0.1309;-0.1573;0.241
15.051445;0.0482;0.1558;0.0389;0.168
15.061468;0.1570;0.2184;0.0495;0.273
15.071561;0.2050;0.1793;-0.2239;0.353
15.083394;0.0836;0.2361;-0.5171;0.575
15.091130;-0.1509;0.1364;-0.5951;0.629
15.101293;-0.2103;0.0799;-0.4485;0.502
15.111428;-0.0354;0.1163;-0.0477;0.131
15.122821;-0.1530;0.0551;0.2060;0.262
15.131023;-0.2575;-0.0184;0.1370;0.292
15.141748;-0.2231;0.0137;0.0195;0.224
15.150931;-0.1903;0.0526;-0.1564;0.252
15.161561;-0.1208;0.1089;-0.2148;0.269
15.170988;-0.1015;0.1055;-0.3810;0.408
15.180830;-0.1516;0.1123;-0.3316;0.382
15.194523;-0.1602;0.0721;-0.2725;0.324
15.201201;-0.1575;0.0632;-0.2036;0.265
15.214571;-0.0592;0.0847;-0.0862;0.135
15.220409;0.0643;0.1455;0.0208;0.160
15.230124;-0.0069;0.1277;-0.0092;0.128
15.243185;-0.1348;0.1099;0.0100;0.174
15.249948;-0.1434;0.1117;0.0589;0.191
15.260042;-0.0832;0.1129;0.1373;0.196
15.270142;-0.0728;0.0827;0.1866;0.217
15.280948;-0.0808;0.1389;0.3932;0.425
15.293611;0.0223;0.2133;0.2964;0.366
15.300727;0.0232;0.2359;-0.1718;0.293
15.310039;-0.0669;0.2595;-0.5719;0.632
15.319635;0.0132;0.2951;-0.4436;0.533
15.329597;0.0978;0.2847;-0.1694;0.345
15.349827;0.0531;0.2463;0.1141;0.277
15.350522;0.0317;0.2371;0.2804;0.369
15.360887;0.1106;0.2660;0.3002;0.416
15.369500;0.1421;0.3025;0.2715;0.431
15.378998;0.2148;0.3461;0.2140;0.460
15.391194;0.1534;0.3663;-0.0286;0.398
15.398789;0.1006;0.3670;-0.3695;0.530
15.409050;0.0933;0.3968;-0.3088;0.511
15.419731;0.1205;0.4206;-0.1023;0.449
15.429023;0.1544;0.4057;0.0645;0.439
15.442026;0.1107;0.3726;0.3293;0.509
15.448621;0.1000;0.3498;0.3788;0.525
15.461179;0.1032;0.3643;0.2231;0.439
15.469179;0.1272;0.4177;0.0579;0.440
15.478704;0.1314;0.4310;-0.0287;0.451
15.496991;0.1825;0.3950;-0.0959;0.446
15.500699;0.1540;0.3993;0.1110;0.442
15.509688;0.1768;0.3560;0.0140;0.398
15.518999;0.1020;0.2915;-0.1021;0.325
15.527982;0.1603;0.3059;0.1241;0.367
15.543573;0.1292;0.2701;0.2133;0.368
15.547855;0.0234;0.1740;0.0482;0.182
15.558510;0.0996;0.2916;-0.3511;0.467
15.569109;0.1349;0.2544;-0.5941;0.660
15.577770;0.2166;0.2772;-0.4944;0.607
15.589775;0.2262;0.2629;-0.1897;0.395
15.598201;0.2068;0.2207;-0.1597;0.342
15.607984;0.1004;0.2372;-0.2963;0.393
15.617469;-0.0043;0.1461;-0.3836;0.411
15.628285;0.0200;0.1845;-0.2161;0.285
15.637662;0.1041;0.2246;-0.0586;0.254
15.648955;0.2486;0.2651;-0.0284;0.365
15.657861;0.1884;0.2359;-0.0959;0.317
15.666827;0.0599;0.2843;-0.3397;0.447
15.678323;0.1529;0.2826;-0.5839;0.666
15.686935;0.2291;0.3109;-0.3585;0.527
15.696734;0.1347;0.2420;-0.1436;0.312
15.708092;0.0389;0.1920;-0.0954;0.218
15.716754;-0.0243;0.1807;-0.0565;0.191
15.726845;-0.0796;0.1682;-0.0471;0.192
15.737134;-0.0955;0.1058;0.0507;0.151
15.747534;-0.0794;0.1412;-0.0275;0.164
15.768557;-0.0336;0.1590;0.1390;0.214
15.769423;0.0032;0.1097;0.1878;0.218
15.776336;-0.0764;0.1097;0.1582;0.207
15.786806;-0.0164;0.1394;0.0014;0.140
15.796407;0.0641;0.1597;-0.1160;0.208
15.808240;0.0066;0.1802;-0.0670;0.192
15.815712;-0.0128;0.1421;-0.0083;0.143
15.826146;-0.0629;0.1139;0.0402;0.136
15.837056;-0.0447;0.1435;0.1773;0.232
15.845716;-0.0835;0.1624;0.1677;0.248
15.855670;-0.0919;0.1798;-0.0081;0.202
15.865619;-0.0629;0.2344;-0.0761;0.254
15.875406;-0.0955;0.2598;-0.0464;0.281
15.893006;-0.1699;0.1757;-0.0952;0.262
15.895184;-0.1634;0.2110;-0.1734;0.318
15.915930;-0.0981;0.2260;-0.2024;0.319
15.916699;-0.0992;0.2043;-0.1531;0.274
15.925459;-0.0301;0.1933;-0.1333;0.237
15.936364;0.0000;0.2021;-0.0937;0.223
15.945035;-0.0383;0.1616;-0.1719;0.239
15.959357;-0.0572;0.1697;-0.2107;0.277
15.964895;-0.0091;0.1688;-0.1028;0.198
15.975304;-0.0112;0.1194;0.0832;0.146
15.984823;0.0273;0.1479;0.1324;0.200
15.995396;0.0377;0.1353;0.0643;0.154
16.006320;0.0388;0.1318;-0.0035;0.137
16.014371;0.0401;0.1856;-0.2083;0.282
16.027594;0.0300;0.1718;-0.1880;0.256
16.036335;0.0180;0.1596;-0.1682;0.233
16.044371;0.0237;0.2067;-0.1096;0.235
16.063018;0.0577;0.2152;-0.0414;0.227
16.064405;0.0422;0.2044;-0.0714;0.221
16.074728;0.0460;0.2227;-0.0131;0.228
16.084147;0.0305;0.2119;0.0451;0.219
16.094215;0.0459;0.2309;0.0642;0.244
16.105442;0.0721;0.2400;0.0247;0.252
16.113534;0.0204;0.1801;-0.0342;0.184
16.123751;0.0382;0.1993;-0.0245;0.204
16.134136;0.0458;0.1701;-0.0249;0.178
16.145524;0.0328;0.1696;-0.0644;0.184
16.160083;0.0465;0.1780;-0.0355;0.187
16.163428;0.0411;0.1960;0.0326;0.203
16.181927;0.0848;0.1935;-0.0361;0.214
16.183069;0.0333;0.2013;-0.1341;0.244
16.193207;0.0115;0.1602;-0.1733;0.236
16.206917;0.0281;0.2079;-0.0950;0.230
16.212923;0.0146;0.1871;-0.0560;0.196
16.223468;-0.0080;0.2244;-0.0756;0.237
16.234628;0.0297;0.2029;-0.1932;0.282
16.242644;0.0578;0.2215;-0.1735;0.287
16.252858;0.0457;0.1919;-0.0855;0.215
16.262448;0.0050;0.1529;-0.0171;0.154
16.273040;-0.0055;0.1532;0.0121;0.154
16.282521;0.0045;0.1531;-0.0858;0.176
16.293203;-0.0245;0.1332;-0.0465;0.143
16.302714;0.0646;0.1826;0.0319;0.196
16.312974;0.0977;0.2322;-0.0657;0.260
16.332814;0.0729;0.2614;-0.1533;0.312
16.333620;0.0683;0.2804;-0.2899;0.409
16.343960;0.0310;0.2699;-0.2503;0.369
16.351922;0.0288;0.2597;-0.1524;0.302
16.361840;0.0158;0.2498;-0.0351;0.253
16.374433;0.0424;0.2403;-0.0552;0.250
16.381807;0.0120;0.2312;-0.0260;0.233
16.392550;0.0418;0.2327;0.0227;0.238
16.404894;0.0223;0.2245;-0.0265;0.227
16.412714;0.0701;0.2252;-0.0072;0.236
16.422693;0.1077;0.2256;0.0121;0.250
16.431069;0.1458;0.2163;0.0903;0.276
16.442489;0.1168;0.2362;0.1197;0.289
16.451453;0.0797;0.2062;0.0612;0.229
16.461081;0.0529;0.2048;-0.0558;0.219
16.481912;0.0734;0.1923;-0.1140;0.235
16.482713;0.0620;0.2093;-0.1431;0.261
16.491881;0.0777;0.1972;-0.0157;0.213
16.501055;0.0733;0.2053;0.0820;0.233
16.510781;0.0623;0.2139;0.0723;0.234
16.526038;0.0341;0.2127;-0.0351;0.218
16.530473;0.0267;0.2317;-0.1033;0.255
16.541177;0.0299;0.2311;-0.0243;0.234
16.551513;0.0633;0.2508;0.1428;0.295
16.560299;0.0903;0.2019;-0.0131;0.222
16.570641;0.0229;0.2304;-0.0998;0.252
16.580123;0.0133;0.2099;-0.2651;0.338
16.590870;0.0641;0.2195;-0.2243;0.320
16.600337;0.0633;0.2300;-0.1546;0.284
16.610056;0.0357;0.1725;-0.2416;0.299
16.633021;0.0150;0.2036;-0.2897;0.354
16.633616;0.0536;0.2173;-0.1912;0.294
16.642031;0.0703;0.1732;-0.0833;0.205
16.649660;0.0111;0.1610;-0.0442;0.167
16.659527;0.0884;0.1570;-0.0146;0.181
16.672362;0.1292;0.1727;-0.0043;0.216
16.679336;0.1230;0.1390;0.0356;0.189
16.689506;0.1789;0.1933;0.0272;0.265
16.699902;0.1413;0.1883;-0.0196;0.236
16.709935;0.1029;0.2117;-0.0369;0.238
16.723822;0.0351;0.2046;-0.1128;0.236
16.729106;0.0143;0.2257;-0.3261;0.397
16.740920;0.0169;0.2264;-0.3832;0.445
16.750512;0.0131;0.2676;-0.1669;0.316
16.759228;0.0242;0.2503;-0.0004;0.251
16.773330;0.0445;0.2524;0.0679;0.265
16.778954;0.0950;0.2346;0.1266;0.283
16.789294;0.1077;0.2255;-0.0495;0.255
16.798403;0.1482;0.2347;-0.0786;0.288
16.808388;0.1283;0.2441;-0.0589;0.282
16.818991;0.1181;0.2146;0.0095;0.245
16.828005;0.1096;0.2159;0.0978;0.261
16.838327;0.1129;0.1780;0.0980;0.232
16.848151;0.1559;0.1981;0.0593;0.259
16.858334;0.1584;0.1782;0.0205;0.239
16.876031;0.1505;0.1578;0.0700;0.229
16.879670;0.0929;0.1367;0.0018;0.165
16.896586;0.1023;0.1833;-0.1644;0.267
16.898382;0.1498;0.2492;-0.2720;0.398
16.908630;0.1969;0.2765;-0.1837;0.386
16.918111;0.1170;0.2759;-0.0759;0.309
16.927729;0.0770;0.2565;-0.0565;0.274
16.939066;0.0662;0.2368;-0.0370;0.249
16.948971;0.0949;0.1978;-0.0176;0.220
16.957430;0.1250;0.1784;-0.0077;0.218
16.967520;0.1076;0.1689;-0.0662;0.211
16.977409;0.1109;0.1495;-0.1246;0.224
16.988078;0.0931;0.1597;-0.0754;0.200
16.996848;0.0945;0.1898;-0.0066;0.212
17.007106;0.0776;0.2102;-0.0554;0.231
17.017047;0.0243;0.1918;-0.1430;0.240
17.027767;0.0097;0.2027;-0.0934;0.223
17.044823;0.0230;0.1935;-0.0929;0.216
17.047021;0.0156;0.2223;-0.1415;0.264
17.056672;0.0563;0.2411;-0.0627;0.255
17.066658;0.0586;0.2406;-0.0426;0.251
17.076835;0.0521;0.2304;-0.0420;0.240
17.088149;0.1147;0.2301;0.0174;0.258
17.097183;0.2156;0.2501;0.1453;0.361
17.106915;0.2791;0.2998;0.0674;0.415
17.116254;0.3155;0.3203;-0.2257;0.503
17.126109;0.2575;0.2944;-0.4208;0.575
17.141944;0.2113;0.2915;-0.4102;0.546
17.146278;0.1768;0.2237;-0.5176;0.591
17.159816;-0.0536;0.2172;-0.4097;0.467
17.165856;0.0858;0.0947;0.2467;0.278
17.176417;0.3502;0.1798;0.5592;0.684
17.190343;0.5932;0.2679;0.5490;0.852
17.195731;0.4417;0.2043;0.6961;0.849
17.206081;0.3654;0.1164;0.8043;0.891
17.216145;0.3129;0.1204;0.7655;0.836
17.226569;0.1412;0.0717;0.8643;0.879
17.238380;0.1569;0.1564;0.8464;0.875
17.245284;0.4604;0.3089;0.6821;0.879
17.256806;0.8155;0.5208;0.2828;1.008
